,venue,venue capacity,attendance,referee,home team,away team,month,home team status,away team status,home goals,away goals,home win?,draw?,away win?,home win odds,draw odds,away win odds,shots on goal,offsides,yellow cards
994,Yekaterinburg Arena (Yekaterinburg),25000.0,25733,LevnikovK.(Rus),Ural,Spartak Moscow,05,3,3,0,1,False,False,True,3.08,3.19,2.42,15,4,4
995,Ak Bars Arena (Kazan),45093.0,8107,MoskalevV.(Rus),Rubin Kazan,Orenburg,05,3,3,2,0,True,False,False,2.19,2.94,3.93,11,1,4
996,Otkrytiye Arena (Moscow),45360.0,20015,KazartsevV.(Rus),Spartak Moscow,Rubin Kazan,04,3,3,1,1,False,True,False,1.74,3.38,5.54,9,2,3
997,Gazovik Stadium (Orenburg),4800.0,3553,VoloshinN.(Rus),Orenburg,Arsenal Tula,04,3,3,1,1,False,True,False,2.76,3.03,2.8,5,0,6
998,Krasnodar Stadium (Krasnodar),35179.0,33517,IvanovS.(Rus),Krasnodar,CSKA Moscow,04,3,3,2,0,True,False,False,2.64,3.17,2.89,8,5,6
999,Gazprom Arena (Saint Petersburg),67800.0,40463,EskovA.(Rus),Zenit,Krylya Sovetov,04,3,3,4,2,True,False,False,1.3,5.1,9.58,11,6,7
1000,RZD Arena (Moscow),27084.0,10062,LapochkinS.(Rus),Lokomotiv Moscow,Yenisey,04,3,3,2,1,True,False,False,1.3,5.02,10.0,10,2,5
1001,BetBoom Arena (Ufa),15132.0,7156,VilkovM.(Rus),Ufa,Ural,04,3,3,4,1,True,False,False,2.65,3.17,2.8,16,3,0
1002,VTB Arena (Moscow),26121.0,4712,MoskalevV.(Rus),Dynamo Moscow,Akhmat Grozny,04,3,3,0,0,False,True,False,1.82,3.27,5.13,2,6,5
1003,Stadion Arsenal (Tula),20048.0,18347,VilkovM.(Rus),Arsenal Tula,Spartak Moscow,04,3,3,3,0,True,False,False,2.83,3.17,2.63,10,3,3
1004,Samara Arena (Samara),44918.0,44918,MatyuninA.(Rus),Krylya Sovetov,Ural,04,3,3,0,1,False,False,True,2.25,3.06,3.58,9,3,6
1005,Tsentralnyi Stadion (Krasnoyarsk),15000.0,5709,KazartsevV.(Rus),Yenisey,Orenburg,04,3,3,2,1,True,False,False,3.72,3.05,2.2,8,4,9
1006,Gazprom Arena (Saint Petersburg),67800.0,42406,IvanovS.(Rus),Zenit,Dynamo Moscow,04,3,3,2,0,True,False,False,1.56,3.83,5.88,9,4,3
1007,VEB Arena (Moscow),30457.0,12712,MoskalevV.(Rus),CSKA Moscow,FK Anzi Makhackala,04,3,3,2,0,True,False,False,1.07,11.0,27.0,10,2,3
1008,Ak Bars Arena (Kazan),45093.0,5866,LapochkinS.(Rus),Rubin Kazan,Ufa,04,3,3,1,1,False,True,False,2.36,2.75,3.81,4,1,4
1009,Akhmat-Arena (Groznyj),30597.0,11997,EskovA.(Rus),Akhmat Grozny,Krasnodar,04,3,3,1,1,False,True,False,3.69,3.36,2.08,9,5,6
1010,Otkrytiye Arena (Moscow),45360.0,26655,IvanovS.(Rus),Spartak Moscow,Yenisey,04,3,3,2,0,True,False,False,1.3,5.13,9.92,6,4,3
1011,Yekaterinburg Arena (Yekaterinburg),25000.0,12321,VoloshinN.(Rus),Ural,Rubin Kazan,04,3,3,2,1,True,False,False,2.62,2.79,3.23,9,1,3
1012,Krasnodar Stadium (Krasnodar),35179.0,34382,KarasevS.(Rus),Krasnodar,Zenit,04,3,3,2,3,False,False,True,2.36,3.27,3.22,16,0,8
1013,RZD Arena (Moscow),27084.0,26892,EskovA.(Rus),Lokomotiv Moscow,CSKA Moscow,04,3,3,1,1,False,True,False,2.8,3.04,2.82,9,1,7
1014,VTB Arena (Moscow),26121.0,5352,LapochkinS.(Rus),Dynamo Moscow,Krylya Sovetov,04,3,3,1,0,True,False,False,1.76,3.44,5.23,4,5,4
1015,Gazovik Stadium (Orenburg),4800.0,5471,VilkovM.(Rus),Orenburg,FK Rostov,04,3,3,3,0,True,False,False,3.05,2.76,2.78,10,1,3
1016,BetBoom Arena (Ufa),15132.0,7835,MoskalevV.(Rus),Ufa,Arsenal Tula,04,3,3,1,2,False,False,True,2.51,2.82,3.36,8,1,6
1017,Rostov Arena (Rostov),43472.0,41097,BezborodovV.(Rus),FK Rostov,Spartak Moscow,04,3,3,2,1,True,False,False,2.65,2.96,2.98,5,1,6
1018,Gazprom Arena (Saint Petersburg),67800.0,44701,VilkovM.(Rus),Zenit,FK Anzi Makhackala,04,3,3,5,0,True,False,False,1.02,15.0,66.0,10,3,1
1019,VTB Arena (Moscow),26121.0,5873,TurbinE.(Rus),Dynamo Moscow,Krasnodar,04,3,3,1,1,False,True,False,3.3,3.08,2.37,8,7,5
1020,Akhmat-Arena (Groznyj),30597.0,16342,VoloshinN.(Rus),Akhmat Grozny,Lokomotiv Moscow,04,3,3,1,3,False,False,True,3.23,2.87,2.55,11,0,5
1021,Stadion Arsenal (Tula),20048.0,10156,MeshkovV.(Rus),Arsenal Tula,Ural,04,3,3,0,0,False,True,False,2.04,3.24,3.98,13,0,6
1022,VEB Arena (Moscow),30457.0,16419,LapochkinS.(Rus),CSKA Moscow,Orenburg,04,3,3,2,3,False,False,True,1.38,4.45,8.8,13,2,9
1023,Tsentralnyi Stadion (Krasnoyarsk),15000.0,6778,KarasevS.(Rus),Yenisey,Ufa,04,3,3,0,0,False,True,False,3.0,2.83,2.76,8,3,3
1024,Gazovik Stadium (Orenburg),4800.0,4425,LevnikovK.(Rus),Orenburg,Akhmat Grozny,04,3,3,1,3,False,False,True,2.48,2.83,3.4,10,0,5
1025,RZD Arena (Moscow),27084.0,21158,IvanovS.(Rus),Lokomotiv Moscow,Zenit,04,3,3,1,1,False,True,False,2.64,3.12,2.93,6,5,8
1026,Ak Bars Arena (Kazan),45093.0,6118,VilkovM.(Rus),Rubin Kazan,Arsenal Tula,04,3,3,0,0,False,True,False,2.56,2.8,3.31,11,2,4
1027,Yekaterinburg Arena (Yekaterinburg),25000.0,11778,TurbinE.(Rus),Ural,Yenisey,04,3,3,3,2,True,False,False,1.75,3.49,5.19,11,3,4
1028,BetBoom Arena (Ufa),15132.0,10287,MatyuninA.(Rus),Ufa,FK Rostov,04,3,3,1,0,True,False,False,3.06,2.67,2.88,11,3,4
1029,Otkrytiye Arena (Moscow),45360.0,44486,MeshkovV.(Rus),Spartak Moscow,CSKA Moscow,04,3,3,0,2,False,False,True,3.31,3.2,2.35,9,1,4
1030,Krasnodar Stadium (Krasnodar),35179.0,22885,EskovA.(Rus),Krasnodar,Krylya Sovetov,04,3,3,1,0,True,False,False,1.38,4.66,7.81,10,2,6
1031,Krasnodar Stadium (Krasnodar),35179.0,23256,BezborodovV.(Rus),Krasnodar,FK Anzi Makhackala,03,3,3,5,0,True,False,False,1.09,9.41,31.0,10,0,3
1032,VEB Arena (Moscow),30457.0,21655,IvanovS.(Rus),CSKA Moscow,Ufa,03,3,3,2,2,False,True,False,1.36,4.37,9.67,5,2,2
1033,Gazprom Arena (Saint Petersburg),67800.0,43154,VoloshinN.(Rus),Zenit,Orenburg,03,3,3,3,1,True,False,False,1.45,4.14,7.55,12,4,3
1034,Rostov Arena (Rostov),43472.0,27478,KazartsevV.(Rus),FK Rostov,Ural,03,3,3,2,1,True,False,False,1.73,3.34,5.76,9,2,4
1035,Akhmat-Arena (Groznyj),30597.0,10124,LapochkinS.(Rus),Akhmat Grozny,Spartak Moscow,03,3,3,1,3,False,False,True,3.0,2.97,2.63,13,0,9
1036,VTB Arena (Moscow),26121.0,8500,EskovA.(Rus),Dynamo Moscow,Lokomotiv Moscow,03,3,3,0,1,False,False,True,3.18,2.99,2.49,11,2,3
1037,Tsentralnyi Stadion (Krasnoyarsk),15000.0,7804,MeshkovV.(Rus),Yenisey,Rubin Kazan,03,3,3,1,1,False,True,False,2.91,2.83,2.84,6,1,9
1038,Otkrytiye Arena (Moscow),45360.0,43616,MoskalevV.(Rus),Spartak Moscow,Zenit,03,3,3,1,1,False,True,False,2.7,3.22,2.79,12,5,7
1039,RZD Arena (Moscow),27084.0,16274,VilkovM.(Rus),Lokomotiv Moscow,Krasnodar,03,3,3,1,0,True,False,False,2.39,3.3,3.14,10,2,2
1040,BetBoom Arena (Ufa),15132.0,7128,MeshkovV.(Rus),Ufa,Akhmat Grozny,03,3,3,0,1,False,False,True,2.57,2.77,3.34,6,2,4
1041,Stadion Arsenal (Tula),20048.0,8957,KazartsevV.(Rus),Arsenal Tula,Yenisey,03,3,3,2,0,True,False,False,1.79,3.49,4.88,3,1,6
1042,Ak Bars Arena (Kazan),45093.0,5101,LapochkinS.(Rus),Rubin Kazan,FK Rostov,03,3,3,0,2,False,False,True,2.81,2.62,3.21,7,5,2
1043,Yekaterinburg Arena (Yekaterinburg),25000.0,33061,BezborodovV.(Rus),Ural,CSKA Moscow,03,3,3,0,1,False,False,True,4.76,3.29,1.87,8,2,4
1044,Gazovik Stadium (Orenburg),4800.0,3850,IvanovS.(Rus),Orenburg,Dynamo Moscow,03,3,3,1,0,True,False,False,2.95,2.76,2.87,6,5,9
1045,Krasnodar Stadium (Krasnodar),35179.0,16367,MatyuninA.(Rus),Krasnodar,Orenburg,03,3,3,2,2,False,True,False,1.55,3.93,6.65,11,3,3
1046,Akhmat-Arena (Groznyj),30597.0,9127,KukuyanP.(Rus),Akhmat Grozny,Ural,03,3,3,1,1,False,True,False,2.06,3.04,4.25,13,2,3
1047,Anzhi Arena (Kaspijsk),26500.0,4860,VoloshinN.(Rus),FK Anzi Makhackala,Lokomotiv Moscow,03,3,3,0,2,False,False,True,8.84,4.43,1.38,13,3,3
1048,VTB Arena (Moscow),26121.0,14674,TurbinE.(Rus),Dynamo Moscow,Spartak Moscow,03,3,3,0,1,False,False,True,2.67,2.96,3.02,3,2,7
1049,Gazprom Arena (Saint Petersburg),67800.0,42464,EskovA.(Rus),Zenit,Ufa,03,3,3,2,1,True,False,False,1.39,4.18,9.2,9,2,2
1050,Rostov Arena (Rostov),43472.0,25933,SukhoyVasilievichA.(Rus),FK Rostov,Arsenal Tula,03,3,3,0,0,False,True,False,1.81,3.21,5.38,6,1,4
1051,VEB Arena (Moscow),30457.0,13000,LevnikovK.(Rus),CSKA Moscow,Rubin Kazan,03,3,3,3,0,True,False,False,1.7,3.38,6.01,13,1,4
1052,Otkrytiye Arena (Moscow),45360.0,27662,LevnikovK.(Rus),Spartak Moscow,Krasnodar,03,3,3,1,1,False,True,False,2.67,3.29,2.64,8,6,5
1053,Tsentralnyi Stadion (Krasnoyarsk),15000.0,5116,MatyuninA.(Rus),Yenisey,FK Rostov,03,3,3,1,1,False,True,False,3.74,2.94,2.37,5,5,5
1054,BetBoom Arena (Ufa),15132.0,10926,LapochkinS.(Rus),Ufa,Dynamo Moscow,03,3,3,1,2,False,False,True,2.84,2.83,3.08,11,3,8
1055,Ak Bars Arena (Kazan),45093.0,3425,MoskalevV.(Rus),Rubin Kazan,Akhmat Grozny,03,3,3,1,0,True,False,False,2.37,2.73,3.83,8,3,4
1056,RZD Arena (Moscow),27084.0,10534,BezborodovV.(Rus),Lokomotiv Moscow,Krylya Sovetov,03,3,3,2,2,False,True,False,1.65,3.64,5.6,8,0,9
1057,Akhmat-Arena (Groznyj),30597.0,1850,TurbinE.(Rus),Arsenal Tula,CSKA Moscow,03,3,3,2,0,True,False,False,5.38,3.57,1.69,9,4,7
1058,Yekaterinburg Arena (Yekaterinburg),25000.0,20365,MeshkovV.(Rus),Ural,Zenit,03,3,3,0,1,False,False,True,4.62,3.36,1.87,10,6,4
1059,Akhmat-Arena (Groznyj),30597.0,7924,VilkovM.(Rus),Akhmat Grozny,Arsenal Tula,12,3,3,2,0,True,False,False,2.34,3.04,3.41,7,4,12
1060,Gazprom Arena (Saint Petersburg),67800.0,48600,MatyuninA.(Rus),Zenit,Rubin Kazan,12,3,3,1,2,False,False,True,1.55,3.62,6.77,4,3,10
1061,Krasnodar Stadium (Krasnodar),35179.0,21167,EskovA.(Rus),Krasnodar,Ufa,12,3,3,1,1,False,True,False,1.52,3.99,7.09,6,2,5
1062,Arena Khimki (Khimki),18636.0,5000,MoskalevV.(Rus),Dynamo Moscow,Ural,12,3,3,4,0,True,False,False,2.14,2.96,4.1,9,3,3
1063,Anzhi Arena (Kaspijsk),26500.0,4280,BezborodovV.(Rus),FK Anzi Makhackala,Spartak Moscow,12,3,3,0,3,False,False,True,6.27,3.89,1.55,7,5,5
1064,RZD Arena (Moscow),27084.0,28800,LevnikovK.(Rus),Lokomotiv Moscow,Orenburg,12,3,3,2,1,True,False,False,1.65,3.59,5.75,9,8,4
1065,VEB Arena (Moscow),30457.0,9013,LapochkinS.(Rus),CSKA Moscow,Yenisey,12,3,3,2,1,True,False,False,1.35,4.08,8.68,9,6,4
1066,Stadion Arsenal (Tula),20048.0,10658,EskovA.(Rus),Arsenal Tula,Zenit,12,3,3,4,2,True,False,False,4.18,3.24,1.8,14,1,6
1067,Otkrytiye Arena (Moscow),45360.0,25006,KarasevS.(Rus),Spartak Moscow,Lokomotiv Moscow,12,3,3,2,1,True,False,False,2.52,3.22,3.01,12,5,5
1068,Rostov Arena (Rostov),43472.0,32182,LevnikovK.(Rus),FK Rostov,CSKA Moscow,12,3,3,0,0,False,True,False,2.8,2.8,2.98,8,3,6
1069,Krasnodar Stadium (Krasnodar),35179.0,12313,IvanovS.(Rus),Krasnodar,Ural,12,3,3,2,0,True,False,False,1.42,4.65,6.84,10,2,5
1070,Anzhi Arena (Kaspijsk),26500.0,28000,VilkovM.(Rus),FK Anzi Makhackala,Ufa,12,3,3,0,0,False,True,False,4.04,2.86,2.2,9,2,6
1071,Tsentralnyi Stadion (Krasnoyarsk),15000.0,1859,MeshkovV.(Rus),Yenisey,Akhmat Grozny,12,3,3,1,1,False,True,False,2.78,2.85,2.95,5,4,5
1072,Gazprom Arena (Saint Petersburg),67800.0,46282,VilkovM.(Rus),Zenit,FK Rostov,11,3,3,2,0,True,False,False,1.75,3.44,5.3,8,4,4
1073,Krasnodar Stadium (Krasnodar),35179.0,16628,KarasevS.(Rus),Krasnodar,Arsenal Tula,11,3,3,3,0,True,False,False,1.4,4.75,7.05,10,5,5
1074,Otkrytiye Arena (Moscow),45360.0,25092,MoskalevV.(Rus),Spartak Moscow,Krylya Sovetov,11,3,3,3,1,True,False,False,1.52,4.02,6.27,9,7,4
1075,Anzhi Arena (Kaspijsk),26500.0,3620,IvanovS.(Rus),FK Anzi Makhackala,Rubin Kazan,11,3,3,1,1,False,True,False,5.07,3.15,1.75,2,4,5
1076,Gazovik Stadium (Orenburg),4800.0,3167,MeshkovV.(Rus),Orenburg,Ufa,11,3,3,1,0,True,False,False,2.45,2.78,3.54,3,3,3
1077,Arena Khimki (Khimki),18636.0,4133,KazartsevV.(Rus),Dynamo Moscow,Yenisey,11,3,3,1,2,False,False,True,1.68,3.34,5.38,11,3,7
1078,RZD Arena (Moscow),27084.0,12111,LapochkinS.(Rus),Lokomotiv Moscow,Ural,11,3,3,1,2,False,False,True,1.59,3.73,6.6,11,0,3
1079,VEB Arena (Moscow),30457.0,23836,MoskalevV.(Rus),CSKA Moscow,Zenit,11,3,3,2,0,True,False,False,2.51,3.16,3.07,6,3,4
1080,Ak Bars Arena (Kazan),45093.0,7719,BezborodovV.(Rus),Rubin Kazan,Lokomotiv Moscow,11,3,3,0,0,False,True,False,2.94,2.82,2.82,3,5,4
1081,Krasnodar Stadium (Krasnodar),35179.0,15167,EskovA.(Rus),Krasnodar,Yenisey,11,3,3,3,0,True,False,False,1.36,4.7,8.67,7,3,2
1082,BetBoom Arena (Ufa),15132.0,10224,LevnikovK.(Rus),Ufa,Spartak Moscow,11,3,3,2,0,True,False,False,3.03,3.04,2.56,6,3,6
1083,Rostov Arena (Rostov),43472.0,27437,MeshkovV.(Rus),FK Rostov,Dynamo Moscow,11,3,3,0,0,False,True,False,2.03,2.98,4.51,5,2,5
1084,Samara Arena (Samara),44918.0,8697,GalimovR.(Rus),Krylya Sovetov,Akhmat Grozny,11,3,3,1,2,False,False,True,2.49,2.92,3.27,6,7,7
1085,SKB-Bank Arena (Yekaterinburg),10000.0,4213,KarasevS.(Rus),Ural,Orenburg,11,3,3,2,1,True,False,False,2.38,2.96,3.43,6,2,4
1086,Anzhi Arena (Kaspijsk),26500.0,3050,MatyuninA.(Rus),FK Anzi Makhackala,Yenisey,11,3,3,2,1,True,False,False,3.28,3.06,2.4,6,2,7
1087,BetBoom Arena (Ufa),15132.0,4056,BezborodovV.(Rus),Ufa,Krylya Sovetov,11,3,3,1,2,False,False,True,2.2,2.95,3.89,9,5,3
1088,Gazovik Stadium (Orenburg),4800.0,4014,LapochkinS.(Rus),Orenburg,Rubin Kazan,11,3,3,1,0,True,False,False,3.15,2.78,2.68,2,2,5
1089,Otkrytiye Arena (Moscow),45360.0,23237,MeshkovV.(Rus),Spartak Moscow,Ural,11,3,3,1,2,False,False,True,1.56,3.99,5.87,10,1,7
1090,Krasnodar Stadium (Krasnodar),35179.0,34652,VilkovM.(Rus),Krasnodar,FK Rostov,11,3,3,2,2,False,True,False,1.82,3.41,4.83,5,8,3
1091,Gazprom Arena (Saint Petersburg),67800.0,45349,KarasevS.(Rus),Zenit,Akhmat Grozny,11,3,3,1,0,True,False,False,1.51,4.13,6.83,8,7,4
1092,Arena Khimki (Khimki),18636.0,12093,EskovA.(Rus),Dynamo Moscow,CSKA Moscow,11,3,3,0,0,False,True,False,3.29,3.02,2.47,4,4,6
1093,Ak Bars Arena (Kazan),45093.0,16101,KazartsevV.(Rus),Rubin Kazan,Spartak Moscow,10,3,3,1,1,False,True,False,2.72,2.91,2.95,3,5,6
1094,Samara Arena (Samara),44918.0,27102,VoloshinN.(Rus),Krylya Sovetov,Zenit,10,3,3,0,1,False,False,True,6.07,3.7,1.5,3,7,6
1095,VEB Arena (Moscow),30457.0,19063,GalimovR.(Rus),CSKA Moscow,Krasnodar,10,3,3,1,2,False,False,True,2.22,3.36,3.42,10,6,1
1096,Akhmat-Arena (Groznyj),30597.0,9324,LapochkinS.(Rus),Akhmat Grozny,Dynamo Moscow,10,3,3,0,0,False,True,False,2.43,2.95,3.34,1,3,4
1097,Tsentralnyi Stadion (Krasnoyarsk),15000.0,11436,BezborodovV.(Rus),Yenisey,Lokomotiv Moscow,10,3,3,0,3,False,False,True,4.08,3.06,2.09,12,6,5
1098,Rostov Arena (Rostov),43472.0,31267,KarasevS.(Rus),FK Rostov,FK Anzi Makhackala,10,3,3,1,0,True,False,False,1.37,4.23,9.93,6,2,7
1099,Stadion Arsenal (Tula),20048.0,8744,SukhoyVasilievichA.(Rus),Arsenal Tula,Orenburg,10,3,3,2,2,False,True,False,2.12,3.08,3.96,9,6,5
1100,Krasnodar Stadium (Krasnodar),35179.0,22628,MeshkovV.(Rus),Krasnodar,Akhmat Grozny,10,3,3,0,1,False,False,True,1.56,4.3,6.27,12,5,8
1101,Otkrytiye Arena (Moscow),45360.0,31684,VilkovM.(Rus),Spartak Moscow,Arsenal Tula,10,3,3,2,3,False,False,True,1.57,4.11,6.39,12,3,4
1102,Arena Khimki (Khimki),18636.0,12734,IvanovS.(Rus),Dynamo Moscow,Zenit,10,3,3,1,0,True,False,False,3.66,3.18,1.9,9,7,5
1103,BetBoom Arena (Ufa),15132.0,5166,GalimovR.(Rus),Ufa,Rubin Kazan,10,3,3,0,0,False,True,False,2.87,2.78,3.06,9,2,4
1104,Yekaterinburg Arena (Yekaterinburg),25000.0,13248,SukhoyVasilievichA.(Rus),Ural,Krylya Sovetov,10,3,3,1,1,False,True,False,2.22,3.07,3.86,11,2,11
1105,Gazovik Stadium (Orenburg),4800.0,4422,VoloshinN.(Rus),Orenburg,Yenisey,10,3,3,0,0,False,True,False,2.0,3.04,4.51,5,4,2
1106,RZD Arena (Moscow),27084.0,13345,LapochkinS.(Rus),Lokomotiv Moscow,FK Rostov,10,3,3,2,1,True,False,False,2.12,2.99,4.36,6,1,6
1107,VEB Arena (Moscow),30457.0,22275,MatyuninA.(Rus),CSKA Moscow,Lokomotiv Moscow,10,3,3,0,1,False,False,True,2.13,3.35,4.05,5,3,9
1108,Gazprom Arena (Saint Petersburg),67800.0,52576,EskovA.(Rus),Zenit,Krasnodar,10,3,3,2,1,True,False,False,1.99,3.55,4.09,10,4,8
1109,Akhmat-Arena (Groznyj),30597.0,30597,VoloshinN.(Rus),Akhmat Grozny,FK Anzi Makhackala,10,3,3,0,0,False,True,False,1.46,4.19,8.14,8,2,8
1110,Geolog Stadium (Tyumen),13057.0,14915,LapochkinS.(Rus),Yenisey,Spartak Moscow,10,3,3,2,3,False,False,True,4.36,3.36,1.94,9,6,7
1111,Ak Bars Arena (Kazan),45093.0,5750,IvanovS.(Rus),Rubin Kazan,Ural,10,3,3,1,0,True,False,False,1.89,3.26,5.03,6,1,2
1112,Rostov Arena (Rostov),43472.0,25147,VilkovM.(Rus),FK Rostov,Orenburg,10,3,3,0,1,False,False,True,1.85,3.3,5.24,9,2,8
1113,Samara Arena (Samara),44918.0,14528,MeshkovV.(Rus),Krylya Sovetov,Dynamo Moscow,10,3,3,1,0,True,False,False,3.12,2.99,2.63,5,4,9
1114,Ak Bars Arena (Kazan),45093.0,42873,LevnikovK.(Rus),Rubin Kazan,Krylya Sovetov,10,3,3,2,1,True,False,False,1.65,3.59,6.63,7,0,2
1115,Otkrytiye Arena (Moscow),45360.0,33328,VoloshinN.(Rus),Spartak Moscow,FK Rostov,09,3,3,0,1,False,False,True,1.9,3.33,4.81,4,2,2
1116,Krasnodar Stadium (Krasnodar),35179.0,30124,GalimovR.(Rus),Krasnodar,Dynamo Moscow,09,3,3,3,0,True,False,False,1.7,3.83,5.38,5,6,4
1117,Anzhi Arena (Kaspijsk),26500.0,6350,MatyuninA.(Rus),FK Anzi Makhackala,Zenit,09,3,3,2,1,True,False,False,11.0,5.37,1.28,11,1,8
1118,RZD Arena (Moscow),27084.0,10083,TurbinE.(Rus),Lokomotiv Moscow,Akhmat Grozny,09,3,3,2,0,True,False,False,1.98,3.21,4.6,8,3,6
1119,BetBoom Arena (Ufa),15132.0,15200,LapochkinS.(Rus),Ufa,Yenisey,09,3,3,2,1,True,False,False,2.19,2.98,4.1,9,4,6
1120,Yekaterinburg Arena (Yekaterinburg),25000.0,11216,LapochkinS.(Rus),Ural,Arsenal Tula,09,3,3,2,1,True,False,False,2.23,3.25,3.58,10,1,5
1121,Samara Arena (Samara),44918.0,17198,MatyuninA.(Rus),Krylya Sovetov,Krasnodar,09,3,3,0,3,False,False,True,4.45,3.37,1.95,12,0,5
1122,VEB Arena (Moscow),30457.0,29361,KarasevS.(Rus),CSKA Moscow,Spartak Moscow,09,3,3,1,1,False,True,False,2.42,3.4,3.25,3,3,4
1123,Gazprom Arena (Saint Petersburg),67800.0,50193,GalimovR.(Rus),Zenit,Lokomotiv Moscow,09,3,3,5,3,True,False,False,1.7,3.81,6.15,19,0,8
1124,Akhmat-Arena (Groznyj),30597.0,9742,IvanovS.(Rus),Akhmat Grozny,Orenburg,09,3,3,1,1,False,True,False,2.11,3.11,4.18,9,1,5
1125,Rostov Arena (Rostov),43472.0,35337,KazartsevV.(Rus),FK Rostov,Ufa,09,3,3,0,0,False,True,False,1.81,3.21,5.82,2,4,4
1126,Stadion Arsenal (Tula),20048.0,11805,VoloshinN.(Rus),Arsenal Tula,Rubin Kazan,09,3,3,2,2,False,True,False,3.0,2.93,2.78,10,3,8
1127,Arena Khimki (Khimki),18636.0,6472,BezborodovV.(Rus),Dynamo Moscow,FK Anzi Makhackala,09,3,3,0,1,False,False,True,1.34,4.83,10.0,11,3,3
1128,Yekaterinburg Arena (Yekaterinburg),25000.0,18337,GalimovR.(Rus),Ural,FK Rostov,09,3,3,1,1,False,True,False,3.57,2.86,2.47,9,1,3
1129,Otkrytiye Arena (Moscow),45360.0,30136,KazartsevV.(Rus),Spartak Moscow,Akhmat Grozny,09,3,3,1,2,False,False,True,1.59,3.92,6.56,9,4,7
1130,Anzhi Arena (Kaspijsk),26500.0,4270,IvanovS.(Rus),FK Anzi Makhackala,Krasnodar,09,3,3,0,4,False,False,True,7.32,4.19,1.52,15,4,4
1131,Gazovik Stadium (Orenburg),4800.0,7023,MeshkovV.(Rus),Orenburg,Zenit,09,3,3,1,2,False,False,True,6.0,3.57,1.7,9,4,3
1132,Stadion Arsenal (Tula),20048.0,10130,KarasevS.(Rus),Arsenal Tula,Krylya Sovetov,09,3,3,4,0,True,False,False,2.42,2.95,3.54,11,3,2
1133,BetBoom Arena (Ufa),15132.0,7129,,Ufa,CSKA Moscow,09,3,3,0,3,False,False,True,3.99,3.05,2.19,8,4,4
1134,Ak Bars Arena (Kazan),45093.0,45379,BezborodovV.(Rus),Rubin Kazan,Yenisey,09,3,3,1,0,True,False,False,1.68,3.46,6.29,11,3,4
1135,Akhmat-Arena (Groznyj),30597.0,10288,VasiljevS.(Rus),Akhmat Grozny,Ufa,09,3,3,2,1,True,False,False,1.84,3.23,5.49,10,3,6
1136,Gazprom Arena (Saint Petersburg),67800.0,61467,MoskalevV.(Rus),Zenit,Spartak Moscow,09,3,3,0,0,False,True,False,1.98,3.66,3.9,8,4,6
1137,Arena Khimki (Khimki),18636.0,6909,LapochkinS.(Rus),Dynamo Moscow,Orenburg,09,3,3,2,0,True,False,False,2.07,3.18,4.23,7,4,6
1138,Geolog Stadium (Tyumen),13057.0,1285,IvanovS.(Rus),Yenisey,Arsenal Tula,09,3,3,0,0,False,True,False,2.53,2.98,3.28,3,3,4
1139,Krasnodar Stadium (Krasnodar),35179.0,25714,BezborodovV.(Rus),Krasnodar,Lokomotiv Moscow,09,3,3,2,1,True,False,False,2.57,3.14,3.26,8,2,4
1140,VEB Arena (Moscow),30457.0,19119,LevnikovK.(Rus),CSKA Moscow,Ural,09,3,3,4,0,True,False,False,1.58,3.97,6.42,17,2,3
1141,Samara Arena (Samara),44918.0,19519,GalimovR.(Rus),Krylya Sovetov,FK Anzi Makhackala,09,3,3,1,0,True,False,False,1.68,3.6,5.88,7,2,1
1142,Geolog Stadium (Tyumen),13057.0,1510,VilkovM.(Rus),Yenisey,Krylya Sovetov,08,3,3,1,0,True,False,False,2.7,2.91,3.12,6,5,6
1143,RZD Arena (Moscow),27084.0,15245,KazartsevV.(Rus),Lokomotiv Moscow,FK Anzi Makhackala,08,3,3,2,1,True,False,False,1.24,5.56,16.0,11,7,7
1144,BetBoom Arena (Ufa),15132.0,15132,VoloshinN.(Rus),Ufa,Zenit,08,3,3,0,2,False,False,True,6.08,3.41,1.73,13,3,8
1145,Gazovik Stadium (Orenburg),4800.0,4950,KarasevS.(Rus),Orenburg,Krasnodar,08,3,3,1,1,False,True,False,3.75,3.12,2.23,11,3,3
1146,Otkrytiye Arena (Moscow),45360.0,43139,TurbinE.(Rus),Spartak Moscow,Dynamo Moscow,08,3,3,2,1,True,False,False,1.78,3.67,5.55,18,1,6
1147,Ak Bars Arena (Kazan),45093.0,26531,MeshkovV.(Rus),Rubin Kazan,CSKA Moscow,08,3,3,1,1,False,True,False,2.79,2.96,2.95,10,3,4
1148,Yekaterinburg Arena (Yekaterinburg),25000.0,18106,MatyuninA.(Rus),Ural,Akhmat Grozny,08,3,3,2,1,True,False,False,2.52,2.98,3.3,9,5,4
1149,Arena Khimki (Khimki),18636.0,6125,MoskalevV.(Rus),Dynamo Moscow,Ufa,08,3,3,3,0,True,False,False,1.77,3.29,6.01,7,2,3
1150,Rostov Arena (Rostov),43472.0,21850,MeshkovV.(Rus),FK Rostov,Yenisey,08,3,3,4,0,True,False,False,1.64,3.6,6.73,9,3,3
1151,Gazprom Arena (Saint Petersburg),67800.0,45545,VasiljevS.(Rus),Zenit,Ural,08,3,3,4,1,True,False,False,1.33,4.9,10.0,9,1,4
